,Unnamed: 0,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,vol_mean,day_count,vol_up,vol_down,vol_sum
1330,1330,2239,奥特佳,汽车配件,江苏,49.86,58001.71,107297.29,685847.06,332088.13,87326.67,235307.02,2.19,0.084,3.66,4.57,20080522,2.72074499262,157.0,76.0,79.0,14.8855915879
223,223,2204,大连重工,专用机械,辽宁,299.29,193137.0,193137.0,1697360.75,1265420.38,327646.13,335091.25,1.73,0.004,3.39,1.31,20080116,2.7197228579,244.0,107.0,132.0,103.685073752
992,992,2523,天桥起重,工程机械,湖南,77.03,45349.78,84323.85,274087.34,195199.06,44989.15,62863.65,0.75,0.043,2.1,3.16,20101210,2.718109833,244.0,99.0,138.0,24.2200296806
630,630,300189,神农基因,种植业,海南,0.0,87879.17,102400.0,226011.91,140727.84,31919.35,28040.91,0.27,-0.004,1.38,4.08,20110316,2.71780300537,130.0,66.0,61.0,68.7638299896
2707,2707,2534,杭锅股份,专用机械,浙江,40.62,59293.94,61703.25,740055.0,497074.5,103785.55,92739.43,1.5,0.139,4.03,2.8,20110110,2.71630774415,244.0,102.0,138.0,23.9158936535
1142,1142,600653,申华控股,汽车服务,上海,0.0,174638.03,194638.03,925239.63,471940.44,156211.48,34654.98,0.18,-0.045,1.14,3.43,19901219,2.71602619,162.0,78.0,79.0,44.6557075568
1686,1686,99,中信海直,空运,深圳,111.58,60607.03,60607.03,479437.41,131407.42,325121.41,103327.21,1.7,0.03,4.62,2.9,20000731,2.71576863234,244.0,108.0,133.0,23.2368209164
118,118,600162,香江控股,全国地产,深圳,22.45,115171.89,239468.64,1495191.13,1223241.25,52408.92,125183.72,0.52,0.102,1.89,2.42,19980609,2.71516264534,223.0,105.0,111.0,57.0790169488
2814,2814,300011,鼎汉技术,运输设备,北京,0.0,36913.73,52711.55,303905.94,139823.47,48737.71,92902.49,1.76,-0.008,3.92,5.14,20091030,2.71439894434,217.0,107.0,106.0,67.8807816734
746,746,782,美达股份,化纤,广东,140.78,40450.87,52813.96,234955.27,112695.72,98235.1,63823.15,1.21,0.015,2.41,3.59,19970619,2.71351659821,229.0,113.0,111.0,127.262742003
1022,1022,520,长航凤凰,水运,湖北,802.42,101208.34,101208.34,52274.82,38575.71,11473.55,195886.7,1.94,0.003,0.26,31.56,19931025,2.71345640801,173.0,93.0,76.0,114.543109144
108,108,2249,大洋电机,电气设备,广东,69.73,91451.71,236541.0,1300752.63,595893.44,172419.52,519659.31,2.2,0.09,3.48,3.37,20080619,2.71280186032,204.0,98.0,104.0,12.2216821022
612,612,2336,*ST人乐,超市连锁,深圳,51.7,40000.0,40000.0,618297.44,402705.94,96703.67,247589.8,6.19,0.052,5.67,1.89,20100113,2.70994125167,243.0,104.0,131.0,15.434746733
1143,1143,600649,城投控股,区域地产,上海,15.09,298752.34,298752.34,4426989.5,2437220.25,26505.45,406528.25,1.36,0.238,6.83,2.1,19930518,2.70830667759,182.0,86.0,93.0,2.03141945459
256,256,722,湖南发展,水力发电,湖南,36.39,46415.58,46415.82,300229.47,67987.0,167883.34,213774.05,4.61,0.208,5.76,2.63,19970522,2.70767158863,244.0,114.0,124.0,5.41634850703
1469,1469,600271,航天信息,电脑设备,北京,34.85,184681.0,184681.0,1508935.63,1263861.5,99667.07,21576.1,0.12,0.334,4.48,5.2,20030711,2.70688467369,117.0,62.0,54.0,98.9639045643
1167,1167,600397,安源煤业,煤炭开采,江西,0.0,98995.97,98995.97,1086608.13,575952.19,319652.41,184983.36,1.87,-0.139,3.42,1.36,20020702,2.7067045352,208.0,98.0,101.0,23.8696425523
2447,2447,601633,长城汽车,汽车整车,河北,10.08,602772.88,912726.88,7039321.0,3799995.25,2184517.25,141123.09,0.15,0.263,4.47,2.37,20110928,2.70482196488,244.0,124.0,114.0,189.136660758
1027,1027,600973,宝胜股份,电气设备,江苏,48.52,66299.35,90526.85,999626.63,774790.31,156885.81,190883.73,2.11,0.043,3.77,2.19,20040802,2.70467642182,244.0,113.0,126.0,48.1986725185
1113,1113,601718,际华集团,服饰,北京,41.2,385700.0,385700.0,2551980.0,1341148.88,316602.94,428968.0,1.11,0.052,3.38,2.54,20100816,2.70466835378,244.0,131.0,109.0,84.234152485
2732,2732,2080,中材科技,化纤,江苏,127.11,18270.16,80679.02,835095.81,513759.75,229039.25,143934.31,1.78,0.07,7.13,2.56,20061120,2.70405534595,225.0,113.0,110.0,25.9310761496
371,371,2030,达安基因,生物制药,广东,187.03,69437.36,72492.04,312719.06,234959.41,31046.1,43694.82,0.6,0.037,1.9,14.55,20040809,2.70312115615,220.0,112.0,104.0,65.14243074
2066,2066,2062,宏润建设,建筑施工,浙江,32.29,94170.18,110250.0,1441991.0,1223414.38,109137.8,4002.9,0.04,0.058,2.22,3.39,20060816,2.70289217809,244.0,112.0,125.0,5.77072042567
2562,2562,2242,九阳股份,家用电器,山东,29.87,76349.1,76758.29,537985.38,364135.78,68364.18,93547.71,1.22,0.172,4.44,4.65,20080528,2.7012399216,233.0,100.0,128.0,10.8742504988
227,227,23,深天地Ａ,其他建材,深圳,251.87,13875.62,13875.62,150067.17,134755.25,10733.92,10253.23,0.74,0.056,2.78,10.15,19930429,2.69996865028,93.0,46.0,47.0,29.0315589427
2692,2692,601028,玉龙股份,钢加工,江苏,68.46,78302.57,78623.77,331869.78,220174.34,84128.0,91031.8,1.16,0.035,3.38,2.81,20111107,2.69935985329,236.0,108.0,122.0,5.80781408627
1865,1865,600096,云天化,农药化肥,云南,0.0,112213.0,132137.91,6886465.0,3250985.0,2067245.38,548958.31,4.15,-0.297,5.17,1.69,19970709,2.69920413417,244.0,129.0,113.0,22.2196095878
2439,2439,922,佳电股份,电气设备,黑龙江,0.0,45790.05,54366.73,316725.84,229985.91,56243.13,114204.02,2.1,-0.055,3.38,2.73,19990618,2.69726464084,244.0,112.0,127.0,36.0947279577
372,372,2531,天顺风能,电气设备,江苏,37.7,147335.94,148140.0,433200.94,233643.05,76041.21,66866.63,0.45,0.047,1.57,4.51,20101231,2.6954829011,244.0,116.0,122.0,64.5802410681
1360,1360,868,安凯客车,汽车整车,安徽,122.54,69556.15,69556.56,665072.94,499464.69,110976.11,38508.65,0.55,0.015,1.86,3.83,19970725,2.69193648088,244.0,106.0,132.0,0.458535704254
813,813,548,湖南投资,路桥,湖南,807.12,49920.1,49921.57,228371.59,161797.23,22889.07,47826.8,0.96,0.003,2.97,2.77,19931220,2.69167038791,244.0,103.0,137.0,22.6752450992
400,400,603555,贵人鸟,服饰,福建,49.97,11388.5,61400.0,523412.75,352440.66,53910.46,83873.81,1.37,0.134,4.02,6.66,20140124,2.69061004004,239.0,108.0,128.0,10.4482800493
75,75,797,中国武夷,全国地产,福建,132.78,42818.08,49979.8,1033822.63,956528.88,18542.57,83280.71,1.67,0.04,4.12,4.27,19970715,2.69013620725,237.0,110.0,127.0,6.60898964425
2224,2224,529,广弘控股,食品,广东,74.1,56719.78,58379.03,152584.45,93355.21,16820.82,57108.05,0.98,0.033,1.98,4.97,19931118,2.68983159979,168.0,82.0,82.0,43.4554051162
2860,2860,603698,航天工程,专用机械,北京,857.45,8877.05,41230.0,414854.28,292101.28,68605.8,105928.15,2.57,0.009,5.51,5.85,20150128,2.68783101508,244.0,106.0,137.0,7.87272616975
1825,1825,541,佛山照明,家用电器,广东,33.34,97486.15,127213.28,615011.63,232918.0,47140.19,29633.0,0.23,0.085,4.01,2.82,19931123,2.68653716723,240.0,113.0,124.0,21.2034905766
195,195,601908,XD京运通,半导体,北京,38.38,171954.05,199731.77,1032839.88,463993.59,385494.81,290498.16,1.45,0.051,3.1,2.51,20110908,2.68620715935,244.0,114.0,117.0,94.1071558588
336,336,5,世纪星源,房产服务,深圳,0.0,91374.29,105853.68,211078.05,69664.67,3644.5,63805.23,0.6,-0.006,1.08,7.08,19901210,2.68514539421,240.0,114.0,118.0,4.61400677384
7,7,2047,宝鹰股份,装修装饰,深圳,78.4,68241.78,126310.14,692666.0,583628.06,14064.49,105395.72,0.83,0.043,1.97,6.78,20050531,2.68504384486,220.0,102.0,111.0,2.35351942663
1052,1052,600704,物产中大,商贸代理,浙江,26.32,89179.7,287112.16,7585769.5,5616618.0,467760.19,616279.56,2.15,0.098,6.63,1.56,19960606,2.68049206516,243.0,111.0,125.0,60.2160388519
454,454,600565,迪马股份,全国地产,重庆,51.67,147220.25,234586.2,2961850.0,2850214.5,12591.57,229268.91,0.98,0.033,2.65,2.55,20020723,2.67811443523,181.0,83.0,93.0,49.6012393881
1436,1436,2366,台海核电,专用机械,四川,39.23,23079.64,43352.87,422890.0,192072.41,137223.45,74047.71,1.71,0.653,3.85,13.3,20100312,2.67795899334,235.0,113.0,122.0,6.25077454131
1045,1045,2092,中泰化学,化工原料,新疆,111.38,97447.13,214644.95,3901591.5,1052954.38,2357017.0,569149.31,2.65,0.022,7.36,1.32,20061208,2.67768809569,185.0,85.0,95.0,11.8877351091
2188,2188,300123,太阳鸟,船舶,湖南,0.0,27409.63,30172.53,176433.61,85935.68,43884.5,43748.76,1.45,-0.03,3.23,4.52,20100928,2.67716812331,178.0,85.0,91.0,32.2614465176
2556,2556,300027,华谊兄弟,影视音像,浙江,34.4,189098.2,278461.38,1915547.75,851291.31,34788.26,418318.5,1.5,0.094,3.49,3.71,20091030,2.67701331648,213.0,111.0,100.0,158.650781708
1970,1970,600481,双良节能,环境保护,江苏,75.58,162049.56,162049.56,450172.06,305468.75,85776.03,1595.21,0.01,0.038,1.24,4.59,20030422,2.67654738976,244.0,120.0,117.0,132.361831675
1367,1367,777,中核科技,机械基件,江苏,180.4,38336.03,38341.76,180278.8,109303.65,40050.93,24948.74,0.65,0.032,3.01,7.68,19970710,2.67598193069,244.0,110.0,131.0,12.8565566089
603,603,2217,合力泰,元器件,山东,71.33,37558.23,142247.42,979034.88,519965.81,169426.0,357690.69,2.51,0.05,3.94,3.6,20080220,2.67523109422,228.0,106.0,120.0,4.23030698111
649,649,600663,陆家嘴,园区开发,上海,50.32,244455.13,336183.13,5377393.5,1620806.38,44674.01,3889.81,0.01,0.262,3.81,6.92,19930628,2.67467353779,168.0,85.0,82.0,76.7465081936
98,98,300002,神州泰岳,软件服务,北京,335.25,115955.97,196109.2,591211.69,247591.13,34265.75,52919.55,0.27,0.008,2.54,4.04,20091030,2.67218428935,244.0,107.0,134.0,19.7419125785
1871,1871,600850,华东电脑,软件服务,上海,46.18,41826.83,41826.83,484751.66,456933.84,3281.55,2472.9,0.06,0.149,4.11,6.69,19940324,2.67135571549,244.0,120.0,123.0,48.3589415363
2299,2299,2429,兆驰股份,家用电器,深圳,31.06,158769.41,160152.39,911352.31,584077.13,105892.65,48882.07,0.31,0.065,3.08,2.63,20100610,2.67101753916,219.0,97.0,118.0,13.363964725
1909,1909,600248,延长化建,建筑施工,陕西,51.03,60760.6,61579.6,501876.41,419680.81,56397.66,63775.63,1.04,0.032,3.0,2.17,20000622,2.66920041356,244.0,103.0,135.0,36.8605776404
2886,2886,600247,ST成城,商贸代理,吉林,0.0,33644.16,33644.16,100492.95,86603.06,185.52,3034.87,0.09,-0.026,0.27,46.19,20001123,2.66771527306,243.0,108.0,132.0,16.5423397858
2405,2405,600229,城市传媒,出版业,山东,37.89,39578.62,70209.6,273308.88,175225.97,27027.44,48595.94,0.69,0.079,2.81,4.29,20000309,2.66736346186,244.0,106.0,133.0,29.1185082895
2153,2153,600462,九有股份,元器件,深圳,8444.48,53378.0,53378.0,39251.8,28979.85,1899.93,64306.44,1.2,0.0,0.53,14.24,20030903,2.66708068797,135.0,63.0,70.0,54.7043100188
2637,2637,603000,人民网,互联网,北京,147.87,110569.1,110569.1,353944.72,173692.47,17365.85,74500.5,0.67,0.035,2.47,8.39,20120427,2.66684400963,244.0,111.0,132.0,4.02096905789
2760,2760,300408,三环集团,元器件,广东,31.98,97426.6,172763.59,524161.69,412692.5,79013.0,96688.03,0.56,0.13,2.61,6.37,20141203,2.66671835112,244.0,116.0,124.0,86.0667917406
374,374,600716,凤凰股份,区域地产,江苏,1656.97,74060.06,93606.06,1089505.75,1006715.19,1440.33,147961.44,1.58,0.001,3.69,2.11,19960702,2.66585288082,244.0,103.0,133.0,1.84559268779
2349,2349,600685,中船防务,船舶,广东,10115.48,54933.58,141350.64,5102589.5,3652689.5,1043482.81,686777.56,4.86,0.001,7.3,4.06,19931028,2.66572670823,244.0,117.0,127.0,43.2715012699
2450,2450,2037,久联发展,化工原料,贵州,0.0,32736.82,32736.82,760036.44,398791.22,115529.42,62003.6,1.89,-0.077,5.94,2.66,20040908,2.66376867499,244.0,125.0,117.0,52.1560745707
529,529,600176,中国巨石,玻璃,浙江,19.53,191978.48,243215.75,2362076.25,905918.81,1244571.63,578805.13,2.38,0.148,4.15,2.78,19990422,2.66357056248,244.0,120.0,122.0,119.73506655
1921,1921,49,德赛电池,电气设备,深圳,53.67,20524.36,20524.36,287284.13,240042.66,17836.17,817.56,0.04,0.354,4.74,8.0,19950320,2.66202112679,244.0,117.0,127.0,7.85519865652
1814,1814,600416,湘电股份,电气设备,湖南,482.11,70292.89,74340.52,1923925.25,1555039.25,152534.59,257985.09,3.47,0.007,5.18,2.6,20020718,2.66139085658,242.0,110.0,128.0,10.4765882453
219,219,2199,*ST东晶,元器件,浙江,0.0,14600.78,24344.24,143939.63,51809.3,74428.42,51555.8,2.12,-0.085,1.73,8.53,20071221,2.66126144884,139.0,58.0,78.0,3.59540543896
2429,2429,603686,龙马环卫,专用机械,福建,47.96,10625.0,27235.0,186891.94,169242.27,5193.37,27305.6,1.0,0.182,4.03,8.67,20150126,2.66110889792,214.0,108.0,105.0,23.0939783444
939,939,2130,沃尔核材,电气设备,深圳,106.03,38799.8,56938.8,392127.72,126549.88,85263.81,2826.04,0.05,0.036,2.98,5.13,20070420,2.66051048789,244.0,108.0,133.0,16.0616330397
2442,2442,601003,柳钢股份,普钢,广西,159.18,256279.31,256279.31,2052176.25,966619.88,1036034.38,20843.6,0.08,0.006,1.74,2.2,20070227,2.65402525837,199.0,98.0,85.0,68.0648289365
540,540,663,永安林业,林业,福建,0.0,17031.85,34101.98,398585.5,213035.41,44747.3,160945.36,4.72,-0.05,5.84,2.21,19961206,2.6537037151,228.0,109.0,118.0,13.1595252539
2880,2880,601233,桐昆股份,化纤,浙江,24.21,96360.0,123193.63,1618564.5,625582.06,882572.0,282727.84,2.29,0.127,7.37,1.67,20110518,2.6527870508,243.0,110.0,129.0,11.0522922039
2734,2734,2009,天奇股份,工程机械,江苏,59.07,26241.22,36482.55,428832.41,276827.03,91299.13,84172.13,2.31,0.133,4.88,3.23,20040629,2.65277314226,236.0,109.0,126.0,2.48799819511
1140,1140,600666,奥瑞德,元器件,重庆,188.96,49669.83,76707.89,574826.63,180176.77,95493.24,125088.15,1.63,0.04,2.8,10.82,19930712,2.65166819322,167.0,80.0,86.0,7.85914559637
1122,1122,601038,一拖股份,农用机械,河南,26.09,59391.0,99590.0,1378752.88,638742.0,282315.0,212424.63,2.13,0.093,4.78,2.03,20120808,2.65140991923,244.0,110.0,131.0,11.7063324525
1831,1831,603568,伟明环保,环境保护,浙江,45.8,13063.79,68070.0,317020.0,63559.88,5587.48,40807.82,0.6,0.122,2.59,8.6,20150528,2.64822804173,244.0,122.0,120.0,110.363188571
129,129,2081,金 螳 螂,装修装饰,江苏,16.23,251846.2,264330.88,2284592.75,1906418.0,104725.65,15882.98,0.06,0.175,3.44,3.31,20061120,2.64626910416,244.0,120.0,118.0,51.4977608907
956,956,2649,博彦科技,软件服务,北京,40.82,13202.95,17690.4,244117.66,134534.22,19104.88,124198.7,7.02,0.48,10.11,3.75,20120106,2.64440554184,244.0,111.0,130.0,7.99233597683
1442,1442,600478,科力远,元器件,湖南,0.0,127503.5,139107.03,459240.44,180953.73,96695.52,58714.36,0.42,-0.025,1.05,10.74,20030918,2.64436813734,212.0,104.0,105.0,33.9720307112
763,763,600789,鲁抗医药,化学制药,山东,321.31,58157.55,58157.55,402517.03,185362.88,152334.06,107947.65,1.86,0.007,3.12,2.97,19970226,2.64417712607,244.0,116.0,128.0,16.5480214506
2395,2395,600879,航天电子,航空,湖北,127.34,103953.7,103953.7,1097414.13,772039.5,190076.13,190388.41,1.83,0.033,5.33,3.2,19951115,2.64369807588,226.0,99.0,122.0,38.930050606
2873,2873,300145,中金环境,专用机械,浙江,54.37,35987.96,66786.03,620594.63,239263.34,88824.53,205509.95,3.08,0.23,5.53,4.51,20101209,2.64307356745,237.0,99.0,133.0,42.3433525115
1984,1984,2096,南岭民爆,化工原料,湖南,0.0,37074.69,37128.69,370060.5,176232.61,92257.67,64814.6,1.75,-0.043,5.83,2.65,20061222,2.64284463128,244.0,115.0,127.0,6.36379318841
1158,1158,600500,中化国际,商贸代理,上海,80.41,172312.45,208301.27,4597185.0,2100683.25,941595.63,444159.94,2.13,0.032,5.47,1.91,20000301,2.64163689123,218.0,98.0,116.0,26.9355537581
1100,1100,603899,晨光文具,文教休闲,上海,35.21,22400.0,92000.0,298689.75,201196.47,71730.67,27234.76,0.3,0.272,2.38,8.07,20150127,2.64069800787,244.0,114.0,124.0,90.0249724902
76,76,600072,钢构工程,船舶,上海,0.0,47842.96,47842.96,195362.25,103040.57,70221.45,40558.23,0.85,-0.045,2.37,6.55,19970603,2.64049623596,174.0,84.0,89.0,60.3127992882
2584,2584,570,苏常柴Ａ,机械基件,江苏,50.11,41137.42,56137.42,319733.44,191215.13,58446.76,16432.85,0.29,0.043,3.51,2.47,19940701,2.64015469205,244.0,107.0,133.0,7.47257243443
855,855,600243,青海华鼎,机床制造,青海,0.0,23685.0,43885.0,296361.72,195069.05,65254.93,124394.57,2.83,-0.05,4.07,2.51,20001120,2.63874267101,209.0,95.0,112.0,9.15351607554
417,417,600641,万业企业,区域地产,上海,39.79,80615.88,80615.88,686841.63,657272.63,274.61,19126.48,0.24,0.085,4.68,2.88,19930407,2.63780712625,194.0,84.0,107.0,4.85856063093
1518,1518,600210,紫江企业,广告包装,上海,42.32,143673.59,151673.59,1103843.0,456007.69,392480.69,37736.89,0.25,0.033,2.69,2.05,19990824,2.63743785644,244.0,113.0,126.0,0.3951655155
2209,2209,600580,卧龙电气,电气设备,浙江,45.79,68772.88,128889.96,1504344.13,863836.19,311595.5,230462.91,1.79,0.055,4.27,2.37,20020606,2.63506333163,237.0,114.0,121.0,19.0853451543
957,957,2191,劲嘉股份,广告包装,深圳,14.98,129555.43,131549.59,616877.75,240903.3,162919.31,32911.96,0.25,0.181,3.34,3.25,20071205,2.63488075486,169.0,85.0,82.0,59.8060481016
329,329,600724,宁波富达,区域地产,浙江,9.09,144494.27,144524.09,1692678.38,1431671.13,56823.35,26015.1,0.18,0.159,1.86,3.11,19960716,2.63286176225,244.0,109.0,127.0,49.7752135967
406,406,600815,厦工股份,工程机械,福建,0.0,95897.0,95897.0,1010867.13,759476.69,127209.38,202143.91,2.11,-0.077,3.13,2.08,19940128,2.63228451624,244.0,115.0,123.0,33.4625933487
2678,2678,600335,国机汽车,汽车配件,天津,13.61,86213.99,94071.85,2023295.25,1604322.63,150409.95,124268.07,1.32,0.455,6.12,2.03,20010305,2.63080916883,244.0,114.0,128.0,35.50593298
306,306,600400,红豆股份,服饰,江苏,129.6,112079.92,142370.06,666880.88,462491.41,42975.8,7475.74,0.05,0.02,1.53,6.69,20010108,2.63020490542,236.0,111.0,122.0,78.9268773169
2453,2453,2238,天威视讯,影视音像,深圳,31.09,55741.32,61735.32,360988.09,166875.77,86073.71,34712.95,0.56,0.121,4.16,3.61,20080526,2.62970638688,199.0,95.0,102.0,72.0278817774
2272,2272,600528,中铁二局,建筑施工,四川,70.41,145920.0,145920.0,5565062.0,5095544.0,170797.94,159785.48,1.1,0.043,4.27,2.84,20010528,2.62878079539,174.0,81.0,84.0,5.93954519791
2555,2555,2384,东山精密,通信设备,江苏,203.33,55165.62,84739.02,698811.94,466746.25,167903.55,164717.5,1.94,0.022,3.2,5.5,20100409,2.62795746126,155.0,78.0,77.0,23.6489277151
633,633,600175,美都能源,综合类,浙江,0.0,144803.31,357648.88,1474448.75,662341.5,18000.74,140732.16,0.39,-0.026,1.81,3.17,19990408,2.62787527678,230.0,110.0,113.0,8.64570327879
178,178,2671,龙泉股份,其他建材,山东,938.75,31655.96,48072.3,249985.63,141028.67,59535.46,66189.8,1.38,0.003,3.27,3.97,20120426,2.62744725137,209.0,109.0,95.0,66.7934440414
1043,1043,300172,中电环保,环境保护,江苏,50.44,34151.0,50700.0,156640.59,113255.47,4712.66,12160.7,0.24,0.094,2.07,4.61,20110201,2.62725683087,244.0,108.0,132.0,32.1513178485
310,310,2073,软控股份,软件服务,山东,0.0,62595.76,81546.82,907609.88,608262.88,178930.41,95138.81,1.17,-0.043,5.09,2.24,20061018,2.62696180748,239.0,109.0,128.0,11.537668585
2531,2531,600449,宁夏建材,水泥,宁夏,0.0,47818.1,47818.1,778346.38,227948.84,480921.69,202657.38,4.24,-0.191,8.52,1.26,20030829,2.62662427913,244.0,117.0,121.0,12.0996167739
788,788,600868,梅雁吉祥,水力发电,广东,96.34,189814.88,189814.88,256848.77,22192.11,175336.31,41265.53,0.22,0.013,1.15,4.36,19940912,2.62643612982,244.0,125.0,114.0,45.3307854948
380,380,600665,天地源,全国地产,上海,0.0,86412.25,86412.25,1949593.25,1875711.25,11187.16,20109.34,0.23,-0.016,3.11,1.7,19930709,2.62601215225,234.0,105.0,121.0,8.44016426782
2626,2626,2303,美盈森,造纸,深圳,133.05,61158.07,143040.0,315955.47,167049.52,79660.68,1615.79,0.01,0.025,1.69,7.99,20091103,2.62540284832,189.0,87.0,97.0,8.95202101852
447,447,2107,沃华医药,中成药,山东,115.26,34890.76,36075.6,66424.18,34318.23,21109.71,0.0,0.0,0.071,1.29,12.65,20070124,2.62517644931,244.0,113.0,123.0,24.4717890457
2763,2763,600643,爱建集团,多元金融,上海,36.78,143402.78,143713.98,1001800.13,360050.81,3045.8,255416.84,1.78,0.08,4.07,2.9,19930426,2.62473190924,162.0,84.0,75.0,38.7071345156
314,314,156,华数传媒,影视音像,浙江,48.8,99362.43,143335.19,1270813.63,757434.75,232850.84,621420.31,4.34,0.103,6.56,3.05,20000906,2.62258700021,244.0,121.0,122.0,52.0189756542
2510,2510,300360,炬华科技,电器仪表,浙江,38.04,11238.65,36267.75,162485.06,130987.26,7313.55,13948.75,0.38,0.142,3.11,6.94,20140121,2.62183804197,216.0,106.0,110.0,82.5764411406
2352,2352,35,中国天楹,环境保护,江苏,57.9,81160.15,123855.77,446656.56,61684.13,71002.15,94385.43,0.76,0.029,1.52,4.44,19940408,2.62181135831,202.0,91.0,108.0,95.2087291848
399,399,601058,赛轮金宇,汽车配件,山东,25.43,221651.92,229393.7,1307795.13,558649.69,570251.19,228893.16,1.0,0.041,1.91,2.21,20110630,2.62044652321,234.0,102.0,118.0,98.731990369
2627,2627,2236,大华股份,电器仪表,浙江,53.22,170870.7,289974.88,1104059.75,937663.19,60847.73,57280.23,0.2,0.074,2.28,6.94,20080520,2.61990510825,244.0,118.0,123.0,150.051855061
2173,2173,750,国海证券,证券,广西,28.82,421553.88,421554.19,5014281.0,0.0,17423.82,627598.13,1.49,0.129,3.16,2.35,19970709,2.61911341773,237.0,109.0,125.0,50.270024109
2144,2144,2683,宏大爆破,化工原料,广东,0.0,47332.92,70148.79,411798.28,266237.88,70988.56,88823.88,1.27,-0.051,3.29,2.7,20120612,2.61642380415,162.0,76.0,84.0,49.5674666224
833,833,2353,杰瑞股份,化工机械,山东,78.44,67382.03,95785.39,1012934.81,734146.75,166068.95,369801.0,3.86,0.112,8.18,2.15,20100205,2.61428725395,208.0,106.0,102.0,95.8713813248
325,325,90,天健集团,建筑施工,深圳,72.56,77354.2,119778.54,1582068.88,1312925.75,17032.15,262307.0,2.19,0.035,4.98,2.06,19990721,2.61180846369,244.0,112.0,126.0,54.0077015995
1734,1734,599,青岛双星,汽车配件,山东,49.77,62797.19,67457.89,705690.94,421873.66,82362.86,119546.46,1.77,0.036,3.82,1.88,19960430,2.61048059657,230.0,93.0,135.0,4.00555818131
2581,2581,951,中国重汽,汽车整车,山东,55.78,67084.28,67108.07,1725967.75,1503324.25,154734.41,68408.81,1.02,0.053,6.84,1.73,19991125,2.6094004482,244.0,101.0,137.0,38.1328773718
2059,2059,2022,科华生物,生物制药,上海,46.6,38012.64,51256.92,215000.13,136705.92,29986.52,29159.1,0.57,0.109,3.39,6.0,20040721,2.60913485591,244.0,122.0,121.0,0.806862728724
572,572,559,万向钱潮,汽车配件,浙江,38.41,228989.64,229429.95,1299499.13,865981.38,293663.91,30097.22,0.13,0.101,1.93,8.04,19940110,2.60824164018,244.0,113.0,126.0,18.1646399061
1854,1854,300147,香雪制药,中成药,广东,74.6,66021.42,66147.63,469313.5,188363.19,146510.22,213441.77,3.23,0.048,5.2,2.74,20101215,2.6077608561,244.0,114.0,129.0,15.5496662875
123,123,600708,光明地产,全国地产,上海,89.86,50838.26,131872.0,5110169.5,4949891.5,34614.73,244547.84,1.85,0.03,6.05,1.8,19960606,2.60765306932,244.0,117.0,120.0,11.3007652596
2523,2523,806,银河生物,生物制药,广西,0.0,69844.82,109991.17,267921.84,177678.3,36876.28,104575.17,0.95,-0.011,1.82,9.35,19980416,2.6072596354,74.0,36.0,37.0,35.8862540728
1138,1138,600675,*ST中企,区域地产,上海,0.0,186705.94,186705.94,3696012.0,3179582.0,21233.22,3959.48,0.02,-0.045,1.36,3.72,19930924,2.60586732531,195.0,94.0,98.0,40.5875991521
2138,2138,300146,汤臣倍健,食品,广东,27.11,86014.1,145602.19,511335.94,309191.84,51372.78,191130.09,1.31,0.246,3.08,4.34,20101215,2.60509304095,244.0,117.0,121.0,129.886509674
49,49,600533,栖霞建设,区域地产,江苏,159.1,105000.0,105000.0,1328076.75,1038148.19,3099.85,104372.65,0.99,0.009,3.97,1.47,20020328,2.60424155927,169.0,81.0,82.0,19.5139979871
716,716,600428,中远航运,水运,广东,3471.39,169044.64,214665.06,2044791.63,505216.59,1274699.38,428154.0,1.99,0.0,4.25,1.4,20020418,2.60328468305,176.0,94.0,79.0,91.9764851866
2311,2311,600100,同方股份,电脑设备,北京,2.27,219788.2,296389.91,5792373.5,3111158.5,484498.69,937542.63,3.16,1.755,7.69,2.07,19970627,2.60252340006,234.0,111.0,122.0,9.94665614259
1616,1616,300150,世纪瑞尔,软件服务,北京,1024.29,35772.85,54000.0,162934.38,146237.11,2512.63,72866.55,1.35,0.003,2.8,3.75,20101222,2.60240080831,190.0,90.0,94.0,38.2973128463
528,528,768,中航飞机,航空,陕西,0.0,276862.72,276864.5,3707894.5,2988043.0,497752.06,1011545.38,3.65,-0.022,5.48,4.4,19970626,2.60143734661,244.0,118.0,126.0,26.234290802
2487,2487,2210,飞马国际,仓储物流,深圳,74.81,75673.97,97228.25,2069223.38,2024702.25,10284.42,134596.61,1.38,0.055,2.51,6.6,20080130,2.59866379486,187.0,91.0,93.0,59.4898863537
2285,2285,600523,贵航股份,汽车配件,贵州,74.86,28860.33,28879.38,369573.09,248626.92,66838.68,93132.31,3.22,0.061,6.88,2.66,20011227,2.59700919394,244.0,101.0,136.0,5.03155535252
2686,2686,601313,江南嘉捷,运输设备,江苏,33.91,39718.25,39718.75,264824.59,178304.38,44912.71,38683.09,0.97,0.095,4.14,3.1,20120116,2.59653894603,244.0,113.0,126.0,3.91793053887
1962,1962,2025,航天电器,元器件,贵州,45.02,42884.19,42900.0,337422.97,274917.66,42458.93,42221.76,0.98,0.137,4.72,5.22,20040726,2.59604874599,244.0,108.0,131.0,11.7435322315
